File Name,Raga,Notation,Aroh,Avroh,Pakad
Poorvi-8-245.xml,Poorvi,s s@nlR g DM D @MD @nsu n D - p (p) q-w w eg m g MD M g R s - nsu - n D p M p M g m g snl R g M DM D@MD M g @MR g - M g R s s gM M g - DM M D - nsu su su - Ru - su - nsu - su su n @nD n D sun @nRu n D n - D p @Mp ♯MpD M @pM Mg m g g snl R g M DM @MD M g M R g M g R s s,,,
Poorvi-9-246.xml,Poorvi,snl m R g - R Mg m g - @Mp D M @pM g m g - gM g DM D DRu n D p Mp D M @pM g m g snl DM g DM D su - su su n Ru gu @Rusu nsu Run D p gM g DM D DRu n D p Mp D M @pM g m g snl,,,
Todi-1-433.xml,Todi,R G pM G pM - D pD - D sun su - n D n D - M G M - D n DM M p D DM M G M G R s snl MG G M M D - sun - su n su - nD - D sun su Ru Run - D n su Ru n - - D - - p - - M - - G - - R - - s - s R G M G R s - s R G M p M G R G R s R G M p D p M G R s - s R G M p D n su - n - D - p - M - G - R - s nl @nlnl @ss @RR @GG @GG M M @DD @DD @nn @susu @nn @nD @DD @MM G R s snl,,,
Todi-10-444.xml,Todi,D D D DM M p p @Mp @Dp M _ G _ _ _,,,
Todi-11-445.xml,Todi,Mp p MG G R R GR _ s s s R G _ _ _ _ _ sR R R R GR _ s _ snl _ s R Rnl _ Dl Dl sR R G G DM M D D Dn Dn D p M G M p,,,
Todi-12-446.xml,Todi,_ D _ p pM M p p @Mp @Dp M G qp wM eD _ _ D n @Dp M M p p pG M p D DM _ G _,,,
Todi-13-447.xml,Todi,p p MG _ R s s nl _ s R G G MG M p D M p D n D p M p,,,
Todi-14-448.xml,Todi,nlDl nl s R GR _ s snl s sD DqM eG RG R _ s sG _ R G _ R GR s,,,
Todi-15-449.xml,Todi,nlDl nl _ @sR (s) nl Dl snl s s @nls R GR s @nls %Rrsnls nl @sR GR _ s snl s @s`R sRG R _ s nls sD DM G R _ s nlDl nl s R G R s,,,
Todi-16-450.xml,Todi,nlqs eD D _ D@nM D _ n su sun D D p @Mp p♯MpD M G _ GR GR G R s @nls R qs eD D M G G@MR G p@Mp @Dn D p @Mp ♯MpD M G R s,,,
Todi-17-452.xml,Todi,D p M @pD DM G R s snl s @nls @RR GR - s @nls nl Dl nl s R @sRG R Rnl Dl nlDl nl s R G R s @nls snl @sR G - DM - D - nD n su Ru n D @pM @Dn DM D n su su - @nsu su GuRu - su $nsuRuGu @Rusu $nsuRusu n D Dm p $MpDn D - ♯MpD M G R GR - s snl s R G M D n su Ru qn e- D D n su Ru GuRu - su @nnD,,,
Todi-18-453.xml,Todi,G - - @Rs GR - s - nil s R @RG pM R G - M D ♯niDni @MD su @nis ni D Mp @pd MD G pM R G - s R G - DM D ni D `DDnis @RuGu @Runi D MG M D @Dn MG - - D@MD su @nisu su su ni@DD ni @suRu @suRuGu suni @suRu niD - p D DM G GM D ni su @nisu ♯nisuRu ni D MG M D @Dni MG - - @Rs,,,
Todi-19-454.xml,Todi,nilDl nil s @-R G R s - R nil Dl pl Dl nil s @-R Rnil @-Dl pl - @ss sp - @Mp @pD `MpDp MG - GR G R s D@MD @niD !p pDp M`G MD suni su su ♯-nisu niD ni su su suni @suRu Runi D suni @suRu Gu @RuSu suni @nisuRu Runi D !DDnisuRuGu @GuRu ~nisu nisuRusu Dni D@MD @MD @-R s,,,
Todi-2-435.xml,Todi,s RR G R R s s nl Dl Dl nl s R G s nl @sR G G D M M D - D n D D M p @Mp D M G R G R - s s pD n n D n D M G G R G R R s s D M G D M M D D sun - su n su su su n n @suRu Gu Ru su n n n Ru n D p D M D n su n D D M G R R G R s s R R Ru Ru Gu Ru su G R R R G R s s s R R G R R,,,
Todi-20-456.xml,Todi,p@MR G @Rs @sR G - R s snl ♯sRG R s nS ♯nlsR nl Dl nls nl - @sR nl Dl pl - nlDl nl s @sR GR - s snl @sR G R s RG - @Rs ♯nlsR G@RRq e@DD @nD @pp pM ♯MpD D@MG @GR G R s @nls DM @Dn su - @sRu n D p @MP p DM G R G R s @sR RG - G@MR G - R s @sR RG - @Rs ♯nl sR,,,
Todi-21-457.xml,Todi,sD - Mp @MpD DM G - DM D sun su n D@MD MG R s nuDu nu s _ s @sR @sRG R s sD - Mp @MpD DM G - D@MD sun su n DM G GR - s M G DM D Dsu @nsu su su @nD @sun @Rsu @G Rsu su@nsu @nsuR Rn D DDM G R s s@nus s@GG DM D Dsu n D p MG M D Dn D p @Mp @pD,,,
Todi-22-458.xml,Todi,RG - R R GR - s @nls RG - - M@GM nl Dl - pl pls s @nls @sR RG G - - MG R pM G @MG @Mp - MG @mR G R s nlsq eDl nlDl nl s R GR s @ss s D D nD - p @Mp p@Mp @Dn D p (p) - M G @mp ♯MpD @MG @RR GR - s - D@MD Dsu @nsu @nD @DM @RG R s,,,
Todi-23-459.xml,Todi,- Mp @mp @pD DM G - GR G R s @nsu s@nus @nusR nu Du nus @suR G G D@MG @pM D D sun - - @suR sun - D - qDwnwsueR Gu R n D p pM G - D@mD su @nsu su su Ru - su @suR gu ru su @nsu suRn D @Mp @MpD M G M@pM @Dn - D su@nsu @nsuR sun D qDwDwnwsueR Gu Ru n D Mp D @_n D p pM @pD DM G @MR G - pM qmwpwDen n DM G RG R s @ns sn - s R nl Dl pl - @sR G G@MR G - R s @nls nl Dl pl - @sR G G@MR G - R s @nls nuDu nu s R G R s @nls nlDl nl s R RG - - @RR,,,
Todi-24-462.xml,Todi,nlDl nl s R GR s @nls R nlq eDl - Dls s - ♯nlsR R G G G M D D su su su su su su n Ru Gu Ru su su M D n D p p nl @ss @RR @RR @GG @GG M M @DD @DD @nn @nn @DD @Dp @pp @MM M @mD M R G R - s,,,
Todi-25-463.xml,Todi,n su nD n D p - M G G M G s R s R G - M M p M p D M G DM - D @-D D @-D M D n @susu su - @suRu Gu Gu Ru n D n su Ru D MG @GG @MM @MM D @-D n @nn @susu @susu su -@su D n su GuRu - @susu n su Ru n D - p - M p - D M G M R G - GR - R MG - G DM - D n su su D D n su Ru Gu Ru su Ru D,,,
Todi-26-465.xml,Todi,p G R s g R s s s R g - - - Mp - p G R s GR R s - snl s G M p D p @-p p D p D p D M p p MG - p MG - p - Dsu n D p su n D p pD n - D - p - Dp pG - - - GR - s - nls s sG G DM - D - p @-p p D p D M p p G - p MG - p -,,,
Todi-27-466.xml,Todi,nl - R G M M D n D M G M nD - - - - - D M D n - D n D p - M @Dn n D p D M G @G G @GM @Dn @_n D M R G R - sa,,,
Todi-28-467.xml,Todi,MM@DG @_ GMr G @_Rsa GR sa sa@nlR r@nlRG Mp D GM @_G M♯GMM @DDsa - @nsR GR $sRGR s $nls s s@nlR $_nlRG ♯RGM ♯GMp D@MnD D@MG G♯MRG @Rs DM $DDnn su ♯nsusu su - n@Dn @suRu GuRu @sun @RuGu Ru su @nsu Run @suR n D D@MDn D @Mp @MpD DM G G@MR G M@GM M@Dn @suRu - Ru$GGRusu ♯nDD $MDns @RuqD e@Run D@MG G♯MRG ♯_Rs,,,
Todi-29-468.xml,Todi,MD @pM @GM nD @_p DM G G@MR G - @RR GR - s - s$nlRGM p M$GMGR $nlDl n s @_R RG - $MpDn @_D DpD G@MG DM D nD @_D Dsu @nsu GuRu su n@Dn @suRu RuGu - Run @_D D@MD @nsu Ru@suRu $GuGuRusu $nDpM $GRss M@_D @pM @GM D@_M @Dn su @nsu @_n @suRu Run D @Dn @suRu RuGu Ru @sun @suRu Run D p - D$MpDn D p D@MG DM D D @_D n su @_D @nsu GuRu - su - n @Ru_ Ru @GuRu Gu @MGu pu - @Mpu $MGuGuRu $sunDp $MGrs s @_D @pM @GM,,,
Todi-3-436.xml,Todi,D M M p D D M G R G R s s nl nl s R G _ - - - - G G G R - R s s nl - s R s R s n Dl - S R G G D M M D D D M D n D M G R s @sR G R R s s nl Dl Dl nl @sR G - D M - G - D M - D - su n - su n su - su - su Ru Ru Gu Ru Gu Ru Ru su su su n - su Ru Ru n - D - D M D n su n D n D p D M G R G R R s s s nl s G D M - M D - D n D n D M G - R S,,,
Todi-30-470.xml,Todi,pD - D p p M p qMw eG G MG M p D M G R GR s - snl - s - sR sR G R - s DM - D n su n D p MG M D - D D n D p M G G pM G M D pD sun su su su sun @suRu Gu Ru su sun su Ru Run D DM D @nsu n D M G R - s sRq ww eGu RuGu Ru su n su n D p D - D n @Dp M p Mq w eG G,,,
Todi-31-472.xml,Todi,GR R GR R - s s s - s snl - s - R snl s qnlw w wDuw w eDu nlDl Dl G G - DM M D - n DM D DMq w e- G MG M p D n DM M MG R - DM -q eG DM D n su su su - Ru - Gu Ru su sun su Rusu nD - ND D Gu GuRu Gu Ru - su n D DM D n su Ru sun su n D p p p D DM G GR R GR - s nls s D D - nD - D p p pM M p - D p D DM G - MG M p D M MG - R s - nlDl nl s R G pM p M G - DM G DM - D sun n su - su suRu - Gu Ru su sun n Dsu n D pqDw w eGu Gu Ru Gu Ru - su nD D DM D N su Ru Run su n D p D D DM G - R R GR - s,,,
Todi-32-475.xml,Todi,pD D D D n D D qpw wMw eG MG M p D M G - R - s nlDl nl s R G R - s - s pM D sun su - @nD n D - p Mp MG DM D - sun su su - su nD n su Ru Gu Ru su sun su @nD D n D p MG p G R - s sun n Ru Gu Ru sun su n D p,,,
Todi-33-476.xml,Todi,pD @MG MR gg R s snl @sR G M p - pM p D DMq eG MG DM D pD sun su n D p DM p D pMq eG R - GR - s Mp MG - DM - D n su n su - su nsu nD - n su Ru Gu Ru su n su @nD DM D @nsu @nD n D p - @MD n D p pM D@MG R RG R s,,,
Todi-34-477.xml,Todi,nlDl nl s R sR sG - R - R s - sR GR - s nls nl - snl s R G R s snl s R Rnl Dl Dl DlG - G G@MR G G DM D n DM G - GR G R s sDl - nl Mp p - Mp nD - n su n su su su nsu nD - sun su Ru Gu Ru su @Nsu nD - xx@MD n su n D p pD DM G RG R s snl @sR D DM D pD sun D N D p p pD Mq eG R G R s nls nlDu nl,,,
Todi-35-479.xml,Todi,D D p @Mp D DM -q eG @MGR G DM D pD - n D p DM p D DM G - GR G - R - s snl s R Rnl Dl pl - snl s GR - s @sR G - R GR s - sD Mp D p MG M D sun su n su - su nsu nD - sun su Ru Gu Ru su @Nsu n D @Dn D @pM @pD DM G RGq w eGu - Ru su @nsu sun D Dsu n D p - @Dn,,,
Todi-36-481.xml,Todi,nlDl nl s R sR G - RGq eR s - R R GR - s snl s - sR - G R s - snl s nlDl DlMl Dl - snl s @-R RG - RG - pM p D M G R G R s nlDl - nl s R p p - nD - n su su - sun su su nD - D sun @suRu Gu Ru su n su n D pD D n D - p pG G R GR s - Rnl Rs MG pM p - M G - DM D - DM G R GR - s - nlDl - nl s R,,,
Todi-37-482.xml,Todi,p n su su nsu (su) N @dp pN N @dp p@gm g _ _ g sun _ su gu run su dN @pd psu N @dp p@gm g _ _ m mg m N @dn su _ n su sun su su @nsu nsu (su) N d gm _ mg m p _ sun _ su _ gu (su) p n _ @susu,,,
Todi-38-485.xml,Todi,nsu su N N d d (m) g mg m p d nsu n su _ nsu su gu mu gu rugu run su sun n su _ n su N pd pg m Nd n su n su su n _ su _ sun su N d nsu su gu mu rugu _ run su sun _ su su @nsuru @nsu N pd,,,
Todi-39-486.xml,Todi,nls mg _ rg m _ m p d m g m p sun _ dn su _ _ _ n su _ _ sun _ su _ n su _ su qsu ed su _ N _ d @dp pg m p _ d m g _ n n n su su su n su nsu _ (su) _ N N d p pg m p d pg m g _ nls g _ rg m _ m p d m g m p sun _ dn su _ _ _ n su _ _ sun _ su _ n su _ su qsu wd esu _ N _ d @dp pg m p _ d m g _,,,
Todi-4-438.xml,Todi,p D p D DM M p D DM G - G M M p p MG M p D DM - G G R - R R GR - s s nl Rs G G DM M D D DM D n D su n D p DM - G G DM - D D sun - su n su - su su sun - D D n - su su sun n su Ru Ruqnw w w-w w eD D DM D n D n D p - MG - R Ru GR - s s sR R G G DM M D - DM D n @Dn su n D p,,,
Todi-5-439.xml,Todi,R R GAR _ s s _ Rnl _ s R GA _ _ _ DM p _ D DM _ GA _ R _ R GA R R s _ s R R GA _ DM M D D DM D n DM _ GA R s DM M GA _ DM _ D D n _ su n su _ su _ suRu Ru RuGARu GAu Ru su su sun _ su Ru N _ _ D M D n su n D D n DM _ GA R GA R s _,,,
Todi-6-440.xml,Todi,R s s sp _ p p M _ p D DM GA _ R GA R s s D _ p p @Mp D MD n DM GA _ R GA R _ s snl R GA _ DM _ p D DM _ GA R GA R s s Mp p MGA_ DM _ D D sun _ su n su su su _ @suRu GAu R n _ n su Ru Run D n D _ p MGAM pD _ D n DM _ p D DM GA _ R GA R s s,,,
Todi-7-441.xml,Todi,pM _ p D DM G _ @pD DM G _ GM G R s _ sR G _ DM D n D p `MpDp MG _ GM G R s _,,,
Todi-8-442.xml,Todi,Dn D p MG M p _ @Mp D DM G _ R GR _ s _ nlDl nl s G R _ s s @nls @MG @pM D @nn @DM @GR @s n,,,
Todi-9-443.xml,Todi,RG G R R GR _ s s snl _ s R G _ @GM p M G R R GR _ s s nlDl nl s R G _ _ _ MG _ M M p _ D D Dn Dn D p M G @GM D M G R R,,,
,Bhairavi,,S R g M P d n S',S' n d P M g R S,M g M P d n S'
,Bageshree,,n S g M D N S',S' N D M g M g R S,g M D M g R S
,Asavari,,S R g M P d n S',S' n d P M g R S,M P d P M g R S
,Yaman,,N R G M D N S',S' N D P M G R S,G M D N D M G R
,Malkauns,,S g M d n S',S' n d M g S,g M d M g S
,Sarang,,S R M P N S',S' N P M R S,R M P M R S
,Bhoopali,,S R G P D S',S' D P G R S,G P D P G R
,Darbari,,S R g M P d n S',S' n d P M g R S,M P d P M g R S
,D.Kanada,,S R g M P d n S',S' n d P M g R S,M P d P M g R S
